Manual,Gender,Speaker,Citation,Text,Partial 
CFM_NT_2019_T.xml,men,Gordon B. Hinckley,"""The Wondrous and True Story of Christmas,"" Ensign, Dec. 2000, 4–5","""When all is said and done, . . . nothing is so wonderful, so majestic, so tremendous as this act of grace when the Son of the Almighty, . . . He who had condescended to come to earth as a babe born in Bethlehem, gave His life in ignominy and pain so that all of the sons and daughters of God of all generations of time, every one of whom must die, might walk again and live eternally. He did for us what none of us could do for ourselves. . . . ¶ This is the wondrous and true story of Christmas. The birth of Jesus in Bethlehem of Judea is preface. The three-year ministry of the Master is prologue. The magnificent substance of the story is His sacrifice, the totally selfless act of dying in pain on the cross of Calvary to atone for the sins of all of us. ¶ The epilogue is the miracle of the Resurrection, bringing the assurance that «as in Adam all die, even so in Christ shall all be made alive» [1 Cor. 15:22]. ¶ There would be no Christmas if there had not been Easter. The babe Jesus of Bethlehem would be but another baby without the redeeming Christ of Gethsemane and Calvary, and the triumphant fact of the Resurrection. ¶ I believe in the Lord Jesus Christ, the Son of the Eternal, Living God. None so great has ever walked the earth. None other has made a comparable sacrifice or granted a comparable blessing. He is the Savior and the Redeemer of the world. I believe in Him. I declare His divinity without equivocation or compromise. I love Him. I speak His name in reverence and wonder. . . . ¶ For each of you may this be a merry Christmas. But more importantly, I wish for each of you a time, perhaps only an hour, spent in silent meditation and quiet reflection on the wonder and the majesty of this, the Son of God. Our joy at this season is because He came into the world. The peace that comes from Him, His infinite love which each of us may feel, and an overwhelming sense of gratitude for that which He freely gave us at so great a cost to Himself — these are of the true essence of Christmas""",False
CFM_NT_2019_T.xml,men,Gordon B. Hinckley,"""A Testimony Vibrant and True,"" Ensign, Aug. 2005, 6","""Without reservation I promise you that if each of you will [read the Book of Mormon], regardless of how many times you previously may have read [it], there will come into your lives and into your homes an added measure of the Spirit of the Lord, a strengthened resolution to walk in obedience to His commandments, and a stronger testimony of the living reality of the Son of God""",False
CFM_NT_2019_T.xml,men,Gordon B. Hinckley,"Teachings of Presidents of the Church: Gordon B. Hinckley [2016], 121","""How do we know the things of the Spirit? How do we know that it is from God? By the fruits of it. If it leads to growth and development, if it leads to faith and testimony, if it leads to a better way of doing things, if it leads to godliness, then it is of God. If it tears us down, if it brings us into darkness, if it confuses us and worries us, if it leads to faithlessness, then it is of the devil."" | ""You recognize the promptings of the Spirit by the fruits of the Spirit that which enlighteneth, that which buildeth up, that which is positive and affirmative and uplifting and leads us to better thoughts and better words and better deeds is of the Spirit of God. That which tears down, which leads us into forbidden paths — that is of the adversary. I think it is just that plain, just that simple""",True
CFM_NT_2019_T.xml,men,Harold B. Lee,"Teachings of Presidents of the Church: Harold B. Lee [2000], 200","""the constitution for a perfect life""",False
CFM_NT_2019_T.xml,men,Harold B. Lee,"Teachings of Presidents of the Church: Harold B. Lee, 195","""Would you suppose the Savior was suggesting a goal that was not possible of attainment and thus mock us in our efforts to live to attain that perfectness? It is impossible for us here in mortality to come to that state of perfection of which the Master spoke, but in this life we lay the foundation on which we will build in eternity; therefore, we must make sure that our foundation is laid on truth, righteousness and faith""",False
CFM_NT_2019_T.xml,men,Heber J. Grant,"""A Marvelous Growth,"" Juvenile Instructor, Dec. 1929, 697","""Not only did Jesus come as a universal gift, He came as an individual offering. . . . For each one of us He died on Calvary and His blood will conditionally save us. Not as nations, communities or groups, but as individuals""",False
CFM_NT_2019_T.xml,men,Henry B. Eyring,"""That He May Become Strong Also,"" Ensign, Nov. 2016, 77","""When an Aaronic Priesthood holder speaks, . . . I always expect that I will hear the word of God. I am seldom disappointed and often amazed""",False
CFM_NT_2019_T.xml,men,Henry B. Eyring,"""Our Hearts Knit as One,"" Ensign, Nov. 2008, 68–69","""I was invited to kneel at bedtime with a family when I was a guest in their home. The smallest child was asked to be voice. He prayed like a patriarch for every person in the family, by name. I opened my eyes for an instant to see the faces of the other children and the parents. I could tell that they were joining their faith and their hearts in that little boy's prayer. ¶ Some Relief Society sisters recently prayed together as they prepared to visit for the first time a young widow whose husband died suddenly. They wanted to know what to do and how to work together to help prepare the home for family and friends who would come at the time of the funeral. . . . An answer to their prayer came. When they arrived at the house, each sister moved to complete a task. The house was ready so quickly that some sisters regretted not being able to do more. Words of comfort were spoken which fit perfectly together. They had given the Lord's service as one, hearts knit together""",False
CFM_NT_2019_T.xml,men,Hermas,"The Apostolic Fathers, trans. J. B. Lightfoot [1898], 472","""The apostles and the teachers who preached the name of the Son of God, after they had fallen asleep in the power and faith of the Son of God, preached also to them that had fallen asleep before them""",False
CFM_NT_2019_T.xml,men,Hyrum Smith,"Manuscript History of the Church, vol. E-1, p. 1994, josephsmithpapers.org","""Preach the first principles of the Gospel — preach them over again; you will find that day after day new ideas and additional light concerning them will be revealed to you. You can enlarge upon them so as to comprehend them clearly. You will then be able to make them more plainly understood by those you teach""",False
CFM_NT_2019_T.xml,men,James E. Talmage,"Jesus the Christ, 3rd ed. [1916], 10","""That the Word is Jesus Christ, who was with the Father in [the] beginning and who was Himself invested with the powers and rank of Godship, and that He came into the world and dwelt among men, are definitely affirmed. These statements are corroborated through a revelation given to Moses, in which he was permitted to see many of the creations of God, and to hear the voice of the Father with respect to the things that had been made: «And by the word of my power, have I created them, which is mine Only Begotten Son, who is full of grace and truth» [Moses 1:32, 33]""",False
